Job Title,Company Name,Location,Contract Type,Niveau Etude,Secteur,Teletravail,Experience,Salaire,skills
Ingénieure ou Ingénieur Logiciel pour les Smart-Grids H/F,EDF,Saclay - 91,CDI,Bac +5,Secteur Energie • Environnement,True,,,['c']
Ingénieur Développement Logiciel Applicatif - Toulouse 31 H/F,Hedon Technologies,Toulouse - 31,CDI,,,False,,32 000 - 45 000 EUR par an,['c']
Développeur Informatique Ingénieur R&D Logiciel Embarqué Sénior H/F,Manpower,Voreppe - 38,CDI,Bac +5,Services aux Entreprises,False,Exp. + 7 ans,50 000 - 70 000 EUR par an,"['python', 'c', 'zig', 'esp', 'linux']"
Ingénieur Logiciel Fullstack Industrie H/F,Thelesys,Lyon - 69,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,"35 000 - 44 999,98 EUR par an","['c', 'react']"
Ingénieur Développement Logiciel C - C++ - Python H/F,IT Link,Toulouse - 31,CDI,,,False,,,"['python', 'c', 'esp', 'java', 'c/c++', 'ada', 'linux']"
Ingénieur Développement Logiciel C H/F,CS Group,Le Plessis-Robinson - 92,CDI,Bac +5,Secteur informatique • ESN,False,Exp. 1 à 7 ans,,"['c', 'esp', 'linux']"
Ingenieur Logiciel Sfeao1042 H/F,Studiel,Toulouse - 31,CDI,Bac +5,,False,Exp. 1 à 7 ans,32 000 - 45 000 EUR par an,['c']
Ingénieur en Développement Logiciel - Secteur de la Défense - Paris France H/F,Astek,Paris - 75,CDI,Bac +5,,True,,,"['opengl', 'c', 'esp', 'java', 'c/c++', 'ada', 'linux', 'core']"
Apprenti Ingénieur Logiciel H/F,Evolis,Beaucouzé - 49,Alternance,"Bac +3, Bac +4",,False,Exp. - 1 an,20 000 - 25 000 EUR par an,"['c', 'esp', 'apps', 'devops']"
Stage Ingénieur - Logiciel d'Annotation Deep Learning H/F,L'Industrie recrute,Igny - 91,Stage,Bac +5,,False,Exp. + 7 ans,,"['rest', 'c', 'windows', 'linux']"
Chef de Projet Technique - Architecte Applicatif H/F,Guarani,Rennes - 35,CDI,,,False,,40 000 - 45 000 EUR par an,['c']
Ingénieur Logiciel Simulation C++ - C# H/F,PROLEXIA,Var - 83,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,30 000 - 45 000 EUR par an,['c']
Architecte Applicatif Cloud Native Aws H/F,Orange Business,Nanterre - 92,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,40 000 - 45 000 EUR par an,"['c', 'ada', 'devops']"
Ingénieur Software Spécialisé en Opérations d'Effacement Energétique H/F,,Paris - 75,CDI,Bac +5,Secteur informatique • ESN,False,Exp. 1 à 7 ans,,"['c', 'esp', 'ada']"
Stage - Alternance - Ingénieur Logiciel Forum Polytech H/F,Bertrandt,Valbonne - 06,Stage,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['python', 'c']"
Ingénieur Expert Logiciel Industriel - Ile-De-France H/F,Approach People Recruitment,Massy - 91,CDI,Bac +5,Services aux Entreprises,False,,,"['rest', '.net', 'c', 'esp', 'ada']"
Ingénieur Logiciel C++ - Sophia Antipolis H/F,ALTEN,Valbonne - 06,CDI,Bac +5,Secteur informatique • ESN,True,,45 000 - 55 000 EUR par an,"['c', 'esp', 'fuse']"
Ingénieur Software Spécialisé en Opérations d'Effacement Energétique H/F,,Paris - 75,CDI,Bac +5,Secteur informatique • ESN,False,Exp. 1 à 7 ans,12 000 EUR par mois,"['c', 'esp', 'ada']"
Ingénieur Développement Logiciel Scientifique Lyon H/F,Capgemini,Lyon 7e - 69,CDI,,,False,,,['c']
Ingénieur Logiciel c - Linux Embarqué H/F,Scalian,Toulouse - 31,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,40 000 - 50 000 EUR par an,['c']
Ingénieur Développement Logiciel Système Embarqué H/F,Geser Best,Lyon - 69,CDI,Bac +5,Services aux Entreprises,False,Exp. 1 à 7 ans,,['c']
Ingénieur Développement Logiciel Gateway 5G - Secteur Iot H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['c', 'c/c++', 'linux']"
Ingénieur Logiciel C++ - Qt - Secteur Médical H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,['c']
Ingénieur Logiciel - Réseau Mobile H/F,IT Link,Lannion - 22,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,,"['kubernetes', 'c', 'esp', 'java', 'docker', 'c/c++', 'ada', 'linux']"
Alternance - Ingénieur Logiciel Plm - Paris H/F,Capgemini,Paris - 75,Alternance,"Bac +3, Bac +4",Secteur informatique • ESN,False,Exp. - 1 an,"477,07 - 1 766,92 EUR par mois","['python', 'c', 'esp', 'java']"
Alternance 2024 Ingénieur Logiciel - Paris H/F,Capgemini,Paris - 75,Alternance,Bac +5,Secteur informatique • ESN,False,Exp. - 1 an,"477,07 - 1 766,92 EUR par mois","['c', 'esp', 'java']"
Ingénieur Développement Logiciel Appliqué aux Démonstrateurs Radars H/F,Onera,Palaiseau - 91,CDI,Bac +5,,True,Exp. 1 à 7 ans,40 000 - 45 000 EUR par an,"['c', 'esp', 'ada']"
Ingénieur Logiciel et Instrumentation Labview H/F,Alpee,Chambéry - 73,CDI,Bac +5,Secteur Energie • Environnement,True,Exp. 1 à 7 ans,30 000 - 50 000 EUR par an,['c']
Ingénieur Software Project Leader H/F,ALTEN,Boulogne-Billancourt - 92,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['c', 'esp']"
Ingénieur Logiciel Full-Stack Angular - .Net H/F,Viveris.,Saint-Égrève - 38,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,,"['rest', '.net', 'c', 'angular', 'esp']"
Ingénieur Software Verification et Validation H/F,Randstad,Lille - 59,Intérim,Bac +5,,False,Exp. 1 à 7 ans,40 000 EUR par an,"['c', 'esp']"
Ingénieur Software Verification et Validation H/F,Randstad,Lille - 59,Intérim,Bac +5,,False,Exp. 1 à 7 ans,43 000 EUR par an,"['c', 'esp']"
Architecte Applicatif Junior H/F,Inetum,Saint-Ouen-sur-Seine - 93,CDI,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,['c']
Ingénieur Logiciel Intégration CI - CD H/F,Expleo,Cannes - 06,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,"32 000 - 44 999,98 EUR par an","['python', 'rest', 'github', 'c', 'esp', 'github', 'devops']"
Ingénieur Logiciels Critiques et Contrôle-Commande Install Nucléaires H/F,IRSN (Institut de radioprotection et de sûreté nucléaire),Fontenay-aux-Roses - 92,CDI,Bac +5,Services aux Entreprises,True,Exp. 1 à 7 ans,40 000 - 45 000 EUR par an,"['c', 'dos', 'fuse']"
Ingénieur Software R&I H/F,Valeo,Bobigny - 93,CDI,Bac +5,,True,,40 000 - 45 000 EUR par an,"['python', 'unity', 'opengl', 'c', 'angular', 'java', 'diversity', 'react', 'javascript']"
Ingénieur Logiciel Gmao Confirmé - Paris H/F,Capgemini,Paris - 75,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,,['c']
Ingénieur Software Expert en Réseaux - 082022 - Aw2s - Kqn H/F,Serma Ingénierie,Nouvelle-Aquitaine,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['c', 'linux']"
Ingénieur Logiciel Banc de Test - Aéronautique - Rennes France H/F,Astek,Rennes - 35,CDI,,,False,,,"['python', 'c', 'java', 'ada']"
CDI - Ingénieur Logiciel Intégration Système de Combat H/F,Naval Group,Ollioules - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['rest', 'c', 'ada', 'core']"
Architecte Applicatif Microsoft Dynamics 365 - CRM H/F,Orange Business,Nanterre - 92,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,40 000 - 45 000 EUR par an,['c']
Ingénieur Logiciel - Chef de Projet H/F,Chauvin Arnoux,Asnières-sur-Seine - 92,CDI,Bac +5,,True,Exp. + 7 ans,40 000 - 45 000 EUR par an,"['rest', 'electron', 'c', 'dos', 'esp', 'ada', 'linux']"
Ingénieur Logiciel C++ Qt - Logiciel Analyse Géologique H/F,Silkhom,Clapiers - 34,CDI,Bac +5,Services aux Entreprises,True,,40 000 - 55 000 EUR par an,"['python', 'rest', 'c', 'esp']"
Architecte Applicatif Confirmé H/F,Crédit Agricole Assurances,Paris 15e - 75,CDI,Bac +5,,True,Exp. + 7 ans,,"['rest', 'c', 'dos', 'esp', 'fuse']"
Ingénieur Génie Logiciel - CDD - Paris-Saclay H/F,CEA,Palaiseau - 91,CDD,Bac +5,,True,,40 000 - 45 000 EUR par an,"['security', 'c', 'esp', 'core', 'scala']"
CDI - Ingénieur Logiciel H/F,Naval Group,Toulon - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'esp', 'ada', 'core']"
CDI - Ingénieur Logiciel H/F,Naval Group,Toulon - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'esp', 'ada', 'core']"
CDI - Ingénieur Logiciel H/F,Naval Group,Toulon - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'esp', 'ada', 'core']"
Architecte Applicatif Java H/F,Inetum,Bordeaux - 33,CDI,,,False,,36 000 - 50 000 EUR par an,"['c', 'java']"
Ingénieur Développement Logiciel Junior H/F,Digit Value,Alpes-Maritimes - 06,CDI,Bac +5,Secteur informatique • ESN,False,,,"['.net', 'c', 'slack', 'css', 'angular', 'esp', 'java', 'docker', 'react']"
Ingénieur Logiciel C++ Qt - Logiciel Analyse Géologique H/F,BlueDocker,Clapiers - 34,CDI,Bac +5,Services aux Entreprises,True,,40 000 - 55 000 EUR par an,"['python', 'rest', 'c', 'esp']"
Ingenieur Logiciel Full Stack C#.Net - Angular H/F,CSTB,Champs-sur-Marne - 77,CDI,Bac +5,Service public des collectivités territoriales,False,Exp. 1 à 7 ans,,"['rest', 'c', 'esp', 'ada', 'devops']"
Ingénieur Développement Logiciel C++ Protocoles Réseaux - Secteur Défense H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['snmp', 'c', 'windows', 'core']"
Ingénieur Développement Logiciel Sous-Système Chss H/F,Expleo,Montigny-le-Bretonneux - 78,CDI,Bac +5,Secteur informatique • ESN,True,,,"['python', 'rest', 'c', 'esp', 'linux']"
Ingénieur Logiciel c Embarqué H/F,LR Technologies,Île-de-France,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,['c']
Ingénieur Développement Logiciel Batterie Bsw Automobile H/F,Avanista,Île-de-France,CDI,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['rest', 'c', 'esp', 'ada']"
Ingenieur Developpement Logiciels Sfeao886 H/F,Studiel,Bordes - 64,CDI,Bac +5,,False,Exp. 1 à 7 ans,32 000 - 45 000 EUR par an,"['c', 'esp']"
Ingénieur Développement Software Mbd H/F,GIF emploi,Vélizy-Villacoublay - 78,Intérim,Bac +5,,False,Exp. 1 à 7 ans,40 000 - 50 000 EUR par an,"['c', 'ios', 'esp', 'ada']"
Ingénieur Logiciel C - C++ - Medical H/F,Viveris.,Villeurbanne - 69,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,35 000 - 55 000 EUR par an,"['c', 'windows', 'esp', 'ada']"
Architecte - Ingénieur Logiciel Java H/F,Externatic,Paris 17e - 75,CDI,Bac +5,Services aux Entreprises,True,Exp. 1 à 7 ans,50 000 - 65 000 EUR par an,"['rest', 'c', 'mysql', 'windows', 'angular', 'esp', 'java', 'linux', 'devops']"
Ingenieur Logiciel Full Stack C#.Net - Angular H/F,CSTB,Champs-sur-Marne - 77,CDI,Bac +5,,True,Exp. + 7 ans,,"['rest', 'c', 'angular', 'esp', 'ada', 'devops']"
Ingénieur de Développement Logiciel en Physique des Réacteurs - Neutronique - Saclay 91 H/F,CEA,Saclay - 91,CDD,Bac +5,,True,,,"['python', 'c', 'ada', 'linux', 'fortran']"
Ingénieur Logiciel Vol Embarqué c H/F,Expleo,Cannes - 06,CDI,Bac +5,Secteur informatique • ESN,True,,45 000 - 55 000 EUR par an,"['python', 'rest', 'c', 'esp']"
Ingénieur Développement Logiciel C++ - Plein Coeur de Lyon H/F,Silkhom,Lyon 1er - 69,CDI,Bac +5,Services aux Entreprises,True,,40 000 - 50 000 EUR par an,"['rest', 'c', 'linux']"
Ingénieur Consultant Développement Logiciel - Systèmes Embarqués H/F,Go Concept,Mulhouse - 68,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,,"['python', 'c', 'esp', 'c/c++']"
Ingénieur Développement Logiciel Bas Niveau Linux - Secteur Télécom H/F,ALTEN,Boulogne-Billancourt - 92,CDI,Bac +5,Secteur informatique • ESN,True,,,"['c', 'ada', 'linux']"
Generali Saint-Denis CDI - Expert Applicatif Généraliste - Java Framework H/F,Talentpeople,Saint-Denis - 93,CDI,"Bac +3, Bac +4",Services aux Entreprises,False,Exp. 1 à 7 ans,40 000 - 45 000 EUR par an,['c']
Ingénieur Développement Logiciel C++ Protocoles Réseaux - Secteur Défense - Paris France H/F,Astek,Paris - 75,CDI,Bac +5,,True,,,"['snmp', 'c', 'windows', 'core']"
CDD Ingénieur Génie Logiciel H/F,CEA,Lille - 59,CDD,,,False,,,"['c', 'esp', 'java', 'react', 'ada']"
Architecte Applicatif Digital Factory H/F,Safran,Gonfreville-l'Orcher - 76,CDI,Bac +5,,False,Exp. + 7 ans,,"['c', 'esp', 'ada', 'devops']"
Expert Applicatif Si SAP S - 4 Maintenance - Production - Paris Tricastin ou la Hague H/F,Orano,Châtillon - 92,CDI,Bac +5,Secteur Energie • Environnement,True,Exp. + 7 ans,,"['rest', 'c', 'esp', 'ada', 'scala']"
Ingénieur Logiciel C - C++ Qt - Dispositif Connecté Automobile H/F,Viveris.,Lyon 6e - 69,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,30 000 - 55 000 EUR par an,['c']
Ingénieur Expert Logiciel Industriel - Ile-De-France H/F,Approach People Recruitment,Massy - 91,CDI,Bac +5,Services aux Entreprises,False,Exp. + 7 ans,50 000 - 53 000 EUR par an,"['rest', '.net', 'c', 'esp', 'ada']"
Ingénieur Logiciel Secteur Défense H/F,SII Ile de France,Vélizy-Villacoublay - 78,Stage,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['c', 'linux']"
Ingénieur Développement Logiciel C++ - Qt H/F,LR Technologies Sud Ouest,Toulouse - 31,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,40 000 - 55 000 EUR par an,"['c', 'esp', 'ada', 'linux']"
Expert - Experte Logiciels et Outils Fme - Arcgis H/F,Enedis,Hauts-de-Seine - 92,CDI,Bac +5,Secteur Energie • Environnement,True,,,"['c', 'esp']"
Ingénieur Logiciel C# - .Net H/F,Qualis Recrutement,Vénissieux - 69,CDI,Bac +5,,False,Exp. 1 à 7 ans,36 000 - 38 000 EUR par an,"['rest', '.net', 'c', 'dos', 'ada']"
Stage Ingenieur Logiciel - Developpement d'Un Simulateur 3D H/F,Safran,Massy - 91,Stage,Bac +5,,False,Exp. + 7 ans,,"['unity', 'c', 'ios', 'rust']"
Expert Applicatif Si SAP S - 4 Achats et Chaine Logistique - Paris Tricastin ou la Haguef - H H/F,Orano,Châtillon - 92,CDI,Bac +5,Secteur Energie • Environnement,True,Exp. + 7 ans,,"['rest', 'c', 'esp', 'ada', 'scala']"
Ingénieur Logiciel c Embarqué H/F,Ametra,Clamart - 92,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,,['c']
Stage Ingenieur Logiciel - Etude d'Outils IA d'Assistance au Developpement Logiciel H/F,Safran,Massy - 91,Stage,Bac +5,,False,Exp. + 7 ans,,"['electronics', 'electron', 'c', 'ada']"
Ingénieur Logiciel Junior- Editeur de Logiciels International - Paris 45 - 48K€ H/F,L2C Recrutement,Paris - 75,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,45 000 - 48 000 EUR par an,"['github', 'rails', 'c', 'esp', 'docker', 'github', 'ruby', 'postgresql']"
Ingénieur Développement Logiciels Télécom C - C++ H/F,Eviden,Aix-en-Provence - 13,CDI,,,False,,40 000 - 50 000 EUR par an,"['python', 'security', 'shell', 'c', 'ios', 'windows', 'esp', 'docker', 'big data', 'linux']"
Ingénieur Développement Logiciel C++ pour l'Intelligence Artificielle IA Frugale H/F,CEA,Palaiseau - 91,CDD,Bac +5,,True,,40 000 - 45 000 EUR par an,"['python', 'c', 'cmake']"
Ingénieur Logiciel Vol Embarqué Temps Réel H/F,Segula Technologies,Limeil-Brévannes - 94,CDI,Bac +5,,False,,,['c']
Ingénieur Logiciel Temps Réel - 122023 - Paca - Lml H/F,Serma Ingénierie,Provence-Alpes-Côte d'Azur,CDI,Bac +5,Secteur informatique • ESN,False,,,['c']
CDI - Ingénieur Logiciel Intégration et Performances H/F,Naval Group,Ollioules - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'ada']"
Validation Engineer H/F,B-Hive,Molsheim - 67,CDI,Bac +5,Secteur informatique • ESN,False,,35 000 - 50 000 EUR par an,"['c', 'ada']"
Ingénieur-e Développement Logiciel Telecom H/F,Safran,Colombelles - 14,CDI,Bac +5,,False,,,"['rest', 'c', 'esp']"
R&D Software Team Leader - Optimization Team H/F,Exotec,Lyon 1er - 69,CDI,,,False,,,"['c', 'esp']"
R&D Software Team Leader - Optimization Team H/F,Exotec,Lille - 59,CDI,,,False,,,"['c', 'esp']"
Ingénieur.e Logiciel C# H/F,Fenwick-Linde,Élancourt - 78,CDI,Bac +5,,False,,,"['rest', 'c', 'angular', 'esp', 'java', 'ada']"
Ingénieur Technique Esign - Editique Locale H/F,AXA en France,Nanterre - 92,CDI,Bac +5,,True,Exp. + 7 ans,,"['c', 'code review', 'esp']"
Quantum R&D Engineer M - F H/F,Eviden,Les Clayes-sous-Bois - 78,CDI,Bac +5,Secteur informatique • ESN,True,,,"['python', 'c']"
Coordinateur-rice Conception Design Lead H/F,Safran,Issoudun - 36,CDI,Bac +5,,False,Exp. + 7 ans,,"['c', 'esp', 'integration']"
Offshore Project Method Lead Engineer H/F,Fimatec Ingénierie,Guyancourt - 78,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,35 000 - 55 000 EUR par an,"['c', 'esp']"
Phd Position In Ai-Assisted Generation Of High-Level Models And Simulators For Hardware Design H/F,CEA,Palaiseau - 91,CDD,Bac +5,,True,,,"['electron', 'c', 'machine learning']"
Ingenieur Logiciel Embarque H/F,AquisIT,Vénissieux - 69,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,35 000 - 45 000 EUR par an,"['c', 'esp', 'linux']"
Chargé du Développement d'Un Jumeau Numérique de Procédés Complexes H/F,CEA,Bagnols-sur-Cèze - 30,CDD,Bac +5,Services aux Entreprises,True,Exp. - 1 an,24 000 - 40 000 EUR par an,"['c', 'machine learning']"
Ingenieur de Logiciel Embarque H/F,Ameg,Sablé-sur-Sarthe - 72,CDI,Bac +5,Secteur informatique • ESN,False,,35 000 - 45 000 EUR par an,"['electron', 'c', 'ada']"
Ingenieur Developpement Logiciel Embarque H/F,Ameg,Le Mans - 72,CDI,Bac +5,Secteur informatique • ESN,False,,,['c']
Ingenieur Logiciel Embarque H/F,Ameg,Strasbourg - 67,CDI,,,False,,45 000 - 74 000 EUR par an,['c']
Ingénieur Expérimenté Logiciel C++ H/F,CS Group,Aix-en-Provence - 13,CDI,,,False,,,['c']
Junior - Machine Learning Engineer - Financial Services H/F,Deloitte,La Défense - 92,CDI,Bac +5,Services aux Entreprises,True,Exp. 1 à 7 ans,,"['kubernetes', 'analytics', 'python', 'data science', 'rest', 'c', 'esp', 'machine learning', 'deep learning', 'tensorflow']"
Ingénieur Référent Technique en Développement Logiciel C - C++ H/F,ALTEN,Cholet - 49,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['python', 'c', 'c/c++']"
Senior Solution Engineer H/F,IDnow,Cesson-Sévigné - 35,CDI,,,False,,40 000 - 45 000 EUR par an,"['c', 'esp', 'ada']"
Stagiaire Développement de Modèles Prédictifs de Propriétés de Verres par Machine Learning H/F,CEA,Bagnols-sur-Cèze - 30,Stage,Bac +5,Services aux Entreprises,True,Exp. + 7 ans,,"['python', 'c', 'machine learning', 'tensorflow']"
Apprenti-e Application Rag - Llm avec des Données Spécifiques H/F,Safran,Versailles - 78,Alternance,Bac +5,,False,Exp. + 7 ans,"477,07 - 1 766,92 EUR par mois","['python', 'c', 'esp']"
Ingénieur Logiciel Embarque C - C++ H/F,Adentis,Toulouse - 31,CDI,,,False,,,"['c', 'esp', 'c/c++', 'linux']"
Software Analyst H/F,RH Partners,Riom - 63,CDI,"Bac +3, Bac +4",Services aux Entreprises,False,Exp. + 7 ans,,"['c', 'esp', 'ada']"
Ingénieur Pile Logicielle pour les Codes Hpc H/F,CEA,Bruyères-le-Châtel - 91,CDI,Bac +5,Secteur informatique • ESN,True,,,['c']
Scrum Master - Ingénieur Logiciel - Service Public - Bordeaux H/F,Sopra Steria,Mérignac - 33,CDI,Bac +5,Secteur informatique • ESN,True,,,"['c', 'esp', 'fuse']"
Ingénieur Logiciel en Stage de Fin d'Etudes 012024 - BE - Mbn H/F,Serma Ingénierie,Occitanie,Stage,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['rest', 'c', 'esp']"
Ingénieur Train Control - Sw Development Engineer Sde H/F,Segula Technologies,Valenciennes - 59,CDI,,,False,,,"['c', 'esp', 'integration']"
Ingénieur de Développement Logiciel « Full Stack » H/F,Segula Technologies,Limeil-Brévannes - 94,CDI,Bac +5,,False,,,['c']
Ingénieur-e Développement Logiciel C++ Windows - Expérimenté-e H/F,Safran,Les Ulis - 91,CDI,Bac +5,,False,Exp. + 7 ans,,"['c', 'ios', 'windows', 'esp', 'testing']"
Alternance - Charge Developpement IT H/F,Energies de Loire,La Baule-Escoublac - 44,Alternance,"Bac +3, Bac +4",Secteur Energie • Environnement,False,Exp. 1 à 7 ans,"477,07 - 1 766,92 EUR par mois",['c']
Stagiaire - Machine Learning Engineer - Financial Services H/F,Deloitte,La Défense - 92,Stage,Bac +5,Services aux Entreprises,True,Exp. + 7 ans,,"['kubernetes', 'analytics', 'python', 'data science', 'rest', 'c', 'esp', 'machine learning', 'deep learning', 'tensorflow']"
Simulations Hpc d'Écoulements Diphasiques par Lbm H/F,CEA,Gif-sur-Yvette - 91,Stage,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['idris', 'c']"
Stage Ingénieur Logiciel Automotive Mobile App chez Valeo Cda Créteil H/F,Valeo,Créteil - 94,Stage,Bac +5,,True,Exp. + 7 ans,,"['python', 'unity', 'android', 'c', 'ios', 'css', 'react native', 'java', 'diversity', 'c/c++', 'react', 'ada', 'kotlin', 'javascript', 'swift']"
Ingenieur Developpement Logiciel Embarque Confirme H/F,Skayl Mulhouse,Colmar - 68,CDI,Bac +5,,False,,,"['electron', 'c', 'esp']"
Stage Ingénieur Software Ihm Tactile Display H/F,Rhéobie,Savigny - 69,Stage,Bac +5,Services aux Entreprises,False,Exp. 1 à 7 ans,,"['mqtt', 'c', 'esp', 'linux']"
Stage Ingénieur Software Iot Cloud Supervision H/F,Rhéobie,Savigny - 69,Stage,Bac +5,Services aux Entreprises,False,Exp. 1 à 7 ans,,"['python', 'c', 'esp', 'java', 'c/c++', 'linux', 'javascript']"
Lead Machine Learning Engineer H/F,KESY PARTNERS,Aix-en-Provence - 13,CDI,Bac +5,Services aux Entreprises,True,Exp. 1 à 7 ans,70 000 - 80 000 EUR par an,"['data science', 'c']"
Software Specialist H/F,Computacenter,Gonesse - 95,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,40 000 - 45 000 EUR par an,"['c', 'dos']"
Ingénieur.e Logiciel Gmao Confirmé.e - Lyon H/F,Capgemini,Lyon - 69,CDI,,,False,,,"['c', 'dos']"
Machine Learning Engineer H/F,Lynx RH,Levallois-Perret - 92,CDI,Bac +5,Services aux Entreprises,False,,55 000 - 70 000 EUR par an,"['python', 'rest', 'c', 'esp', 'java', 'hadoop', 'machine learning', 'big data', 'spark', 'tensorflow']"
Machine Learning Engineer en Alternance H/F,Data ScienceTech Institute,Bordeaux - 33,Alternance,,,False,,"477,07 - 1 766,92 EUR par mois","['c', 'big data']"
Ingénieur Vsi Pharmaceutique H/F,Altogen,Lyon - 69,CDI,Bac +5,,False,Exp. 1 à 7 ans,36 000 - 45 000 EUR par an,['c']
Ingénieur.e Logiciel Plm - Lyon H/F,Capgemini,Lyon 7e - 69,CDI,,,False,,,"['python', 'c', 'esp', 'java']"
Ingenieur Developpement Logiciel Embarque H/F,Ameg,Strasbourg - 67,CDI,,,False,,,"['c', 'esp', 'devops']"
Stage Ingenieur Logiciel - Developpement et Automatisation de Validation d'Applications React Js H/F,Safran,Massy - 91,Stage,Bac +5,,False,Exp. + 7 ans,,"['html5', 'android', 'redux', 'c', 'react']"
Ingénieur-e Software H/F,Safran,Les Ulis - 91,CDI,Bac +5,,False,Exp. + 7 ans,40 000 - 45 000 EUR par an,['c']
Ingénieur-e Software Senior H/F,Safran,Les Ulis - 91,CDI,Bac +5,,False,Exp. + 7 ans,,['c']
Machine Learning Engineer H/F,ADHERENCE CONSULTING,Lille - 59,CDI,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,40 000 - 70 000 EUR par an,"['data science', 'c']"
Ingenieur de Developpement Logiciel Embarque Muaao1001 H/F,Studiel,Valbonne - 06,CDI,Bac +5,,False,Exp. 1 à 7 ans,"32 000 - 44 999,98 EUR par an","['rest', 'c', 'esp']"
Ingénieur.e Logiciel mes Confirmé.e - Paris H/F,Capgemini,Paris - 75,CDI,"Bac +3, Bac +4",,False,Exp. 1 à 7 ans,,"['c', 'css', 'java', 'jax', 'javascript']"
Library For Designing Monitoring Architectures Dedicated To Distributed Systems H/F,CEA,Saclay - 91,CDD,Bac +5,,True,Exp. 1 à 7 ans,,"['c', 'ios']"
Ingenieur Logiciel Embarque H/F,EMITECH GROUPE,Plaisir - 78,CDI,Bac +5,,False,,,"['rest', 'c']"
Ingénieur.e Logiciel Plm - Paris H/F,Capgemini,Paris - 75,CDI,Bac +5,Secteur informatique • ESN,False,Exp. - 1 an,,"['c', 'esp', 'java']"
Ingénieur-e Développement Logiciel Objet C# - C++ H/F,Safran,Les Ulis - 91,CDI,Bac +5,,False,Exp. + 7 ans,,"['c', 'ios', 'esp', 'testing']"
Technical Lead H/F,Twenty One Talents,Paris - 75,CDI,Bac +5,,True,Exp. + 7 ans,50 000 - 72 000 EUR par an,"['security', 'c']"
Alternance 2024 - Ingénieur.e Logiciel - Toulouse H/F,Capgemini,Toulouse - 31,Alternance,"Bac +3, Bac +4",,True,Exp. - 1 an,"477,07 - 1 766,92 EUR par mois","['python', 'c', 'esp', 'java']"
Solutions Engineer H/F,HelloWork,Bordeaux - 33,CDI,Bac +5,,True,Exp. 1 à 7 ans,35 000 - 40 000 EUR par an,"['c', 'esp']"
Stage Control Command chez Valeo Cda H/F,Valeo,Créteil - 94,Stage,Bac +5,,True,Exp. + 7 ans,,"['unity', 'c', 'diversity', 'ada']"
Ingénieur-e Logiciel Scientifique H/F,Safran,Magny-les-Hameaux - 78,CDI,Bac +5,,False,Exp. + 7 ans,,"['c', 'esp', 'machine learning', 'devops']"
Senior Machine Learning Engineer - Ops Aws H/F,Innova Solutions,Issy-les-Moulineaux - 92,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,55 000 - 80 000 EUR par an,"['analytics', 'c', 'machine learning']"
